"","Accession_number","ED","Species","Country","City","Host","Collection_date","lat","lon","sum_extracted_values","extracted_temp","extracted_precip","heterogeneity","Geo_location","num_occurrences","DR"
"106","OQ204315.1",0.00916566798524323,"Orthoflavivirus nilense","Italy"," Sicily","Equus caballus","2023-06-13T00:00:00Z",37.587794,14.155048,43574,1.17369556427002,30.239956011091,33392.1875,"Italy:  Sicily",3,109.102795520196
"107","ON813217.1",0.00916566798524323,"Orthoflavivirus nilense","Senegal"," Thille Boubacar region","Culex antennatus","2023-03-20T00:00:00Z",16.518221,-15.089955,6590,0.506336212158203,-110.136595749827,11908.5906735751,"Senegal:  Thille Boubacar region",2,109.102795520196
"108","OK129331.1",0.0094341611735944,"Orthoflavivirus nilense","Hungary"," Matyasdomb","Homo sapiens","2022-11-01T00:00:00Z",46.9227631,18.3476776,155833,0.506336212158203,114.844576551229,35472.4256756757,"Hungary:  Matyasdomb",1,105.997765100615
"109","ON813232.1",0.0109374856836896,"Orthoflavivirus nilense","Italy"," Sardinia region","Accipiter gentilis","2023-03-20T00:00:00Z",40.0615028,9.0975894,46497,1.210751300206,-15.9184310390922,26865.0483870968,"Italy:  Sardinia region",1,91.428691101396
"110","MW751837.1",0.00893614354918558,"Orthoflavivirus nilense","Serbia"," Curug","Falco tinnunculus","2022-07-23T00:00:00Z",45.4732331,20.0717969,171250,1.16614023844401,97.8190389546825,30511.4390243902,"Serbia:  Curug",1,111.905095805129
"111","OP762597.1",0.00603743797615569,"Orthoflavivirus nilense","Netherlands"," Province of Utrecht, Vleuten","Gallus gallus","2023-02-13T00:00:00Z",52.10583,5.01528,165,1.16614023844401,130.464619954427,44130.75,"Netherlands:  Province of Utrecht, Vleuten",2,165.633171545515
"112","OP762592.1",0.00599783520248806,"Orthoflavivirus nilense","Netherlands"," Province of Utrecht, Haarzuilens","","2023-02-13T00:00:00Z",52.12167,4.99722,154,1.16614023844401,130.464619954427,44130.75,"Netherlands:  Province of Utrecht, Haarzuilens",4,166.726821634775
"113","OR091156.1",0.00599783520248806,"Orthoflavivirus nilense","Switzerland"," Ticino","Culex pipiens","2023-07-17T00:00:00Z",46.3351913,8.7525902,139094,1.16614023844401,89.6795944940482,40803.2644067797,"Switzerland:  Ticino",7,166.726821634775
"114","ON755223.1",0.00602518883238178,"Orthoflavivirus nilense","Netherlands"," Province of Utrecht","Gallus gallus","2022-10-18T00:00:00Z",52.09083,5.12222,61407,1.16614023844401,106.035296591566,39942.6435185185,"Netherlands:  Province of Utrecht",1,165.969901993046
"115","KM203863.1",0.0112157412455777,"Orthoflavivirus nilense","Czech Republic"," South Moravia, Mlynsky fishpond at Lednice","Culex modestus","2014-08-16T00:00:00Z",48.79992,16.80339,132,1.16614023844401,101.766581217448,42199,"Czech Republic:  South Moravia, Mlynsky fishpond at Lednice",2,89.1604021619433
"116","MW751839.1",0.0169409518177486,"Orthoflavivirus nilense","Serbia"," Novi Sad","Culex pipiens","2022-07-23T00:00:00Z",45.2551338,19.8451756,169138,0.955531455760504,98.3536699539886,30186.4048442907,"Serbia:  Novi Sad",2,59.028560541228
"117","OP345098.1",0.00587241015289517,"Orthoflavivirus nilense","Russia"," Urupinsk","Anopheles maculipennis","2023-04-10T00:00:00Z",50.7970972,42.0051866,12833,1.59977289071879,41.53172270616,32846.4413580247,"Russia:  Urupinsk",1,170.287833098134
"118","OQ214889.1",0.0058703133625508,"Orthoflavivirus nilense","Russia"," Stavropol","Culex pipiens","2023-06-13T00:00:00Z",44.8632577,43.4406913,25250,1.59706588530205,62.0732650450925,28253.6527777778,"Russia:  Stavropol",2,170.348657429333
"119","OR159873.1",0.0058703133625508,"Orthoflavivirus nilense","Russia"," Stavropol","Culex pipiens","2023-09-04T00:00:00Z",44.8632577,43.4406913,25250,1.59706588530205,62.0732650450925,28253.6527777778,"Russia:  Stavropol",2,170.348657429333
"120","OR159869.1",0.00472799502562355,"Orthoflavivirus nilense","Russia"," Kalmikia","Culex pipiens","2023-09-04T00:00:00Z",46.9017116,45.249161,31890,1.25967907227804,34.3316757154908,18117.6053511706,"Russia:  Kalmikia",3,211.506144693567
"121","OP345087.1",0.00472799502562355,"Orthoflavivirus nilense","Russia"," Volgograd","Culex pipiens","2023-04-10T00:00:00Z",48.7081906,44.5153353,55771,1.58340256723457,36.6813777587161,24256.3311688312,"Russia:  Volgograd",25,211.506144693567
"122","OP345088.1",0.00480448366412703,"Orthoflavivirus nilense","Russia"," Volgograd","Culex pipiens","2023-04-10T00:00:00Z",48.7081906,44.5153353,55771,1.58340256723457,36.6813777587161,24256.3311688312,"Russia:  Volgograd",25,208.138911464423
"123","MN812759.1",0.00578259177355535,"Orthoflavivirus nilense","Russia"," Volgograd region","Homo sapiens","2020-09-21T00:00:00Z",44.0529285,43.0674087,24863,1.58340256723457,86.2441698802937,32850.7957746479,"Russia:  Volgograd region",10,172.932836893856
"124","MN812761.1",0.00578259177355535,"Orthoflavivirus nilense","Russia"," Volgograd region","Homo sapiens","2020-09-21T00:00:00Z",44.0529285,43.0674087,24863,1.00385045260891,86.2441698802937,32850.7957746479,"Russia:  Volgograd region",10,172.932836893856
"125","OP345102.1",0.00890357047813117,"Orthoflavivirus nilense","Russia"," Volgograd","Coloeus monedula","2023-04-10T00:00:00Z",48.7081906,44.5153353,55771,1.41994437952151,36.6813777587161,24256.3311688312,"Russia:  Volgograd",25,112.314492534898
"126","OP345099.1",0.00890357047813117,"Orthoflavivirus nilense","Russia"," Rostov","Corvus frugilegus","2023-04-10T00:00:00Z",47.2216548,39.7096061,11435,1.41994437952151,49.682975166876,32793.5072463768,"Russia:  Rostov",2,112.314492534898
"127","MN619800.1",0.00384609075508106,"Orthoflavivirus nilense","Russia"," Volgograd region","Culex modestus","2020-06-29T00:00:00Z",44.0529285,43.0674087,24863,1.33305585080849,86.2441698802937,32850.7957746479,"Russia:  Volgograd region",10,260.004265026482
"128","MN812760.1",0.00374480735369574,"Orthoflavivirus nilense","Russia"," Volgograd region","Homo sapiens","2020-09-21T00:00:00Z",44.0529285,43.0674087,24863,1.33305585080849,86.2441698802937,32850.7957746479,"Russia:  Volgograd region",10,267.03643353325
"129","OP345105.1",0.00374480735369574,"Orthoflavivirus nilense","Russia"," Volgograd","Culex pipiens","2023-04-10T00:00:00Z",48.7081906,44.5153353,55771,1.78291374006128,36.6813777587161,24256.3311688312,"Russia:  Volgograd",25,267.03643353325
"130","MN812757.1",0.00414720953830994,"Orthoflavivirus nilense","Russia"," Volgograd region","Culex modestus","2020-09-21T00:00:00Z",44.0529285,43.0674087,24863,1.77327464407335,86.2441698802937,32850.7957746479,"Russia:  Volgograd region",10,241.125988634641
"131","MN619801.1",0.00893147987342866,"Orthoflavivirus nilense","Russia"," Volgograd region","Culex pipiens","2020-06-29T00:00:00Z",44.0529285,43.0674087,24863,1.77327464407335,86.2441698802937,32850.7957746479,"Russia:  Volgograd region",10,111.963528348199
"132","OP345104.1",0.00398951349159558,"Orthoflavivirus nilense","Russia"," Rostov","Corvus frugilegus","2023-04-10T00:00:00Z",47.2216548,39.7096061,11435,1.77327464407335,49.682975166876,32793.5072463768,"Russia:  Rostov",2,250.657129523845
"133","OP345103.1",0.00394471183786098,"Orthoflavivirus nilense","Russia"," Volgograd","Podiceps cristatus","2023-04-10T00:00:00Z",48.7081906,44.5153353,55771,1.77327464407335,36.6813777587161,24256.3311688312,"Russia:  Volgograd",25,253.503941758709
"134","OP345097.1",0.00394471183786098,"Orthoflavivirus nilense","Russia"," Volgograd","Hyalomma marginatum","2023-04-10T00:00:00Z",48.7081906,44.5153353,55771,1.77327464407335,36.6813777587161,24256.3311688312,"Russia:  Volgograd",25,253.503941758709
"135","OP345096.1",0.0040749689946499,"Orthoflavivirus nilense","Russia"," Volgograd","Culex modestus","2023-04-10T00:00:00Z",48.7081906,44.5153353,55771,1.77327464407335,36.6813777587161,24256.3311688312,"Russia:  Volgograd",25,245.400640179819
"136","OP345091.1",0.00975381471438245,"Orthoflavivirus nilense","Russia"," Volgograd","Culex pipiens","2023-04-10T00:00:00Z",48.7081906,44.5153353,55771,1.77327464407335,36.6813777587161,24256.3311688312,"Russia:  Volgograd",25,102.523989770428
"137","OK239669.1",0.0079578745667886,"Orthoflavivirus nilense","Hungary"," Jaszkiser","Homo sapiens","2022-09-17T00:00:00Z",47.4594357,20.2157783,196108,1.77327464407335,114.229303291397,34811.8524590164,"Hungary:  Jaszkiser",1,125.661694163087
"138","OP345108.1",0.00733390772143081,"Orthoflavivirus nilense","Russia"," Volgograd","Culex pipiens","2023-04-10T00:00:00Z",48.7081906,44.5153353,55771,1.77327464407335,36.6813777587161,24256.3311688312,"Russia:  Volgograd",25,136.352956429741
"139","KJ934710.1",0.00704688136112327,"Orthoflavivirus nilense","Romania"," Enisala","Hyalomma marginatum marginatum","2014-10-12T00:00:00Z",44.8785704,28.8188637,99295,1.77327464407335,98.9295313404813,30032.8914285714,"Romania:  Enisala",1,141.9067455168
"140","OQ214888.1",0.00654385118060469,"Orthoflavivirus nilense","Russia"," Kalmikia","Culex pipiens","2023-06-13T00:00:00Z",46.9017116,45.249161,31890,1.77327464407335,34.3316757154908,18117.6053511706,"Russia:  Kalmikia",3,152.815211165544
"141","FJ425721.1",0.00654385118060469,"Orthoflavivirus nilense","Russia"," Volgograd","Homo sapiens","2008-12-08T00:00:00Z",48.7081906,44.5153353,55771,1.77327464407335,36.6813777587161,24256.3311688312,"Russia:  Volgograd",25,152.815211165544
"142","MN619803.1",0.00701452834227162,"Orthoflavivirus nilense","Russia"," Volgograd region","Culex pipiens","2020-06-29T00:00:00Z",44.0529285,43.0674087,24863,1.77327464407335,86.2441698802937,32850.7957746479,"Russia:  Volgograd region",10,142.561260173931
"143","OP345095.1",0.00779257191660075,"Orthoflavivirus nilense","Russia"," Volgograd","Culex modestus","2023-04-10T00:00:00Z",48.7081906,44.5153353,55771,1.77327464407335,36.6813777587161,24256.3311688312,"Russia:  Volgograd",25,128.327336687092
"144","MN812762.1",0.00814878656549691,"Orthoflavivirus nilense","Russia"," Volgograd region","Homo sapiens","2020-09-21T00:00:00Z",44.0529285,43.0674087,24863,1.77327464407335,86.2441698802937,32850.7957746479,"Russia:  Volgograd region",10,122.717657649071
"145","OP345106.1",0.00627765855349663,"Orthoflavivirus nilense","Russia"," Volgograd","Culex pipiens","2023-04-10T00:00:00Z",48.7081906,44.5153353,55771,1.77327464407335,36.6813777587161,24256.3311688312,"Russia:  Volgograd",25,159.295060646936
"146","MN812758.1",0.00627765855349663,"Orthoflavivirus nilense","Russia"," Volgograd region","Culex modestus","2020-09-21T00:00:00Z",44.0529285,43.0674087,24863,1.77327464407335,86.2441698802937,32850.7957746479,"Russia:  Volgograd region",10,159.295060646936
"147","OP345089.1",0.0102294111383169,"Orthoflavivirus nilense","Russia"," Volgograd","Culex pipiens","2023-04-10T00:00:00Z",48.7081906,44.5153353,55771,1.77327464407335,36.6813777587161,24256.3311688312,"Russia:  Volgograd",25,97.7573377859689
"148","OP345101.1",0.00417653790245919,"Orthoflavivirus nilense","Russia"," Astrakhan","Culex modestus","2023-04-10T00:00:00Z",46.3498308,48.0326203,15256,1.77327464407335,30.587786015408,17378.3378995434,"Russia:  Astrakhan",1,239.43276066313
"149","OP345093.1",0.00417653790245919,"Orthoflavivirus nilense","Russia"," Volgograd","Culex pipiens","2023-04-10T00:00:00Z",48.7081906,44.5153353,55771,1.77327464407335,36.6813777587161,24256.3311688312,"Russia:  Volgograd",25,239.43276066313
"150","OQ214890.1",0.00490403205780057,"Orthoflavivirus nilense","Russia"," Volgograd","Culex pipiens","2023-06-13T00:00:00Z",48.7081906,44.5153353,55771,1.77327464407335,36.6813777587161,24256.3311688312,"Russia:  Volgograd",25,203.913838289323
"151","OP345092.1",0.00490403205780057,"Orthoflavivirus nilense","Russia"," Volgograd","Culex pipiens","2023-04-10T00:00:00Z",48.7081906,44.5153353,55771,1.77327464407335,36.6813777587161,24256.3311688312,"Russia:  Volgograd",25,203.913838289323
"152","OR159871.1",0.00489162782530879,"Orthoflavivirus nilense","Russia"," Karachay-Cherkessia","Culex modestus","2023-09-04T00:00:00Z",43.7368326,41.7267991,20704,1.77327464407335,95.2854144029217,33987.8278688525,"Russia:  Karachay-Cherkessia",1,204.430924778476
"153","OR159872.1",0.00489162782530879,"Orthoflavivirus nilense","Russia"," Volgograd","Culex modestus","2023-09-04T00:00:00Z",48.7081906,44.5153353,55771,1.77327464407335,36.6813777587161,24256.3311688312,"Russia:  Volgograd",25,204.430924778476
"154","OP345100.1",0.00381807594963673,"Orthoflavivirus nilense","Russia"," Dagestan","Culex pipiens","2023-04-10T00:00:00Z",43,47,26703,1.77327464407335,65.1215467729545,32439.5435897436,"Russia:  Dagestan",1,261.912024064148
"155","OP345086.1",0.00379780557959022,"Orthoflavivirus nilense","Russia"," Volgograd","Culex pipiens","2023-04-10T00:00:00Z",48.7081906,44.5153353,55771,1.12956699883658,36.6813777587161,24256.3311688312,"Russia:  Volgograd",25,263.309950718409
"156","OP345085.1",0.00379780557959022,"Orthoflavivirus nilense","Russia"," Voronezh","Culex pipiens","2023-04-10T00:00:00Z",51.6605982,39.2005858,10413,1.12956699883658,1.22543073136413,32876.5701492537,"Russia:  Voronezh",1,263.309950718409
"157","OP345090.1",0.0102720076296859,"Orthoflavivirus nilense","Russia"," Volgograd","Culex pipiens","2023-04-10T00:00:00Z",48.7081906,44.5153353,55771,1.12956699883658,36.6813777587161,24256.3311688312,"Russia:  Volgograd",25,97.3519526124593
"158","OQ214891.1",0.00931491290046639,"Orthoflavivirus nilense","Russia"," Volgograd","Culex pipiens","2023-06-13T00:00:00Z",48.7081906,44.5153353,55771,1.12956699883658,36.6813777587161,24256.3311688312,"Russia:  Volgograd",25,107.354734358271
"159","OP345094.1",0.00931491290046639,"Orthoflavivirus nilense","Russia"," Volgograd","Culex pipiens","2023-04-10T00:00:00Z",48.7081906,44.5153353,55771,1.12956699883658,36.6813777587161,24256.3311688312,"Russia:  Volgograd",25,107.354734358271
"160","OR159870.1",0.0107265678064568,"Orthoflavivirus nilense","Russia"," Kalmikia","Culex pipiens","2023-09-04T00:00:00Z",46.9017116,45.249161,31890,1.12956699883658,34.3316757154908,18117.6053511706,"Russia:  Kalmikia",3,93.2264651697867
"161","JX041632.1",0.125552618055838,"Orthoflavivirus nilense","India"," Madras state","Culex vishnui","2012-07-31T00:00:00Z",13.0638307,80.2657136,27881,1.12956699883658,163.301903251437,29346.1290322581,"India:  Madras state",1,7.96478811421729
"162","KF823807.1",0.0118321998177259,"Orthoflavivirus nilense","Italy"," Veneto region, Padua","Homo sapiens","2015-01-29T00:00:00Z",45.40797,11.88586,41,1.12956699883658,74.3650512695312,42394.75,"Italy:  Veneto region, Padua",1,84.515137962925
"163","JQ928174.1",0.0118321998177259,"Orthoflavivirus nilense","Italy"," Veneto region, Treviso","Homo sapiens","2012-08-12T00:00:00Z",45.66908,12.23614,79,1.12956699883658,69.7289225260417,43426,"Italy:  Veneto region, Treviso",2,84.515137962925
"164","JX556213.1",0.0136253196242108,"Orthoflavivirus nilense","Italy"," Veneto region, Venice province","Homo sapiens","2012-09-12T00:00:00Z",42.83333,12.83333,328,1.12956699883658,25.8568725585938,36003,"Italy:  Veneto region, Venice province",1,73.3927737168898
"165","KC243146.1",0.0136253196242108,"Orthoflavivirus nilense","Kenya"," Ijara, North Eastern Province","Rhipicephalus pulchellus","2013-03-10T00:00:00Z",1,40.25,60,1.8453130782405,-180.62939453125,11571.75,"Kenya:  Ijara, North Eastern Province",1,73.3927737168898
"166","KF647253.1",0.0136623627906604,"Orthoflavivirus nilense","Italy"," Veneto region, Rovigo","Homo sapiens","2013-12-08T00:00:00Z",45.07387,11.79109,37,1.19197973232825,41.3009643554687,39540,"Italy:  Veneto region, Rovigo",7,73.1937817288531
"167","JX041634.1",0.0155614115859945,"Orthoflavivirus nilense","Russia"," Astrakhan region","Homo sapiens","2012-07-31T00:00:00Z",46.3343174,48.0433201,15214,1.19197973232825,30.7086612659627,17400.0871559633,"Russia:  Astrakhan region",2,64.2615224508305
"168","MW915462.1",0.0155614115859945,"Orthoflavivirus nilense","Spain"," Manilva, Malaga","Accipiter gentilis","2021-12-05T00:00:00Z",36.3769979,-5.2489786,465,1.19197973232825,-16.1573486328125,31386,"Spain:  Manilva, Malaga",1,64.2615224508305
"169","KF234080.1",0.0150054274887548,"Orthoflavivirus nilense","Italy"," Emilia-Romagna region","Homo sapiens","2013-09-25T00:00:00Z",42.83333,12.83333,111328,1.19197973232825,36.6943313741237,35550.6900584795,"Italy:  Emilia-Romagna region",7,66.6425532194539
"170","OQ552605.1",0.0150054274887548,"Orthoflavivirus nilense","Italy"," Campania region","Equus caballus","2023-07-18T00:00:00Z",37.5001761,15.0588307,45022,1.19197973232825,31.7933959960938,33303.7301587302,"Italy:  Campania region",2,66.6425532194539
"171","JX041633.1",0.0147846836678754,"Orthoflavivirus nilense","Russia"," Astrakhan region","Hyalomma plumbeum plumbeum","2012-07-31T00:00:00Z",46.3343174,48.0433201,15214,1.19197973232825,30.7086612659627,17400.0871559633,"Russia:  Astrakhan region",2,67.6375648247945
"172","OQ721176.1",0.00762015802779907,"Orthoflavivirus nilense","USA"," Sacramento, California","","2023-08-02T00:00:00Z",38.5810606,-121.493895,4,1.19197973232825,20.54931640625,53077,"USA:  Sacramento, California",144,131.23087426165
"173","MH507696.1",0.00758409016175076,"Orthoflavivirus nilense","USA"," Ramona,California","Corvus brachyrhynchos","2019-01-20T00:00:00Z",33.035378,-116.8675132,27,1.19197973232825,40.3120015462239,29330,"USA:  Ramona,California",8,131.854972537557
"174","OQ721229.1",0.00691394007810933,"Orthoflavivirus nilense","USA"," Polk, Iowa","Culex pipiens","2023-08-02T00:00:00Z",41.6765808,-93.5921448,75,0.998704089279265,91.376708984375,44601,"USA:  Polk, Iowa",46,144.635329306102
"175","OQ721362.1",0.00604062668192022,"Orthoflavivirus nilense","USA"," Pottawattamie, Iowa","Culex restuans","2023-08-02T00:00:00Z",41.3115686,-95.5331269,0,0.998704089279265,45.2100524902343,36134,"USA:  Pottawattamie, Iowa",21,165.545737662126
"176","OQ721359.1",0.00473623066231335,"Orthoflavivirus nilense","USA"," Franklin, Ohio","","2023-08-02T00:00:00Z",39.5589474,-84.3041074,107,0.818172478080276,136.755645751953,37688.75,"USA:  Franklin, Ohio",4,211.138365358152
"177","OQ721203.1",0.00473623066231335,"Orthoflavivirus nilense","USA"," Larimer, Colorado","Culex tarsalis","2023-08-02T00:00:00Z",40.6810174,-105.4726907,138,0.812651211160625,-48.0673828125,18857,"USA:  Larimer, Colorado",94,211.138365358152
"178","OQ721244.1",0.00337749200045555,"Orthoflavivirus nilense","USA"," Yolo, California","Culex tarsalis","2023-08-02T00:00:00Z",38.7184542,-121.9059001,178,0.854595194212747,53.2645874023438,48942.25,"USA:  Yolo, California",40,296.077681269155
"179","OQ721374.1",0.00337749200045555,"Orthoflavivirus nilense","USA"," Sacramento, California","Culex pipiens","2023-08-02T00:00:00Z",38.5810606,-121.493895,4,0.830018303988008,20.54931640625,53077,"USA:  Sacramento, California",144,296.077681269155
