Accession,Organism_Name,Release_Date,Species,Length,Geo_Location,Host,Collection_Date
OQ053523.1,West Nile virus,2023-02-01,Orthoflavivirus nilense,10978,Greece,Culex pipiens,2022-07-13
OQ053524.1,West Nile virus,2023-02-01,Orthoflavivirus nilense,10989,Greece,Culex pipiens,2022-07-29
OQ053525.1,West Nile virus,2023-02-01,Orthoflavivirus nilense,10989,Greece,Culex pipiens,2022-08-03
OQ053526.1,West Nile virus,2023-02-01,Orthoflavivirus nilense,10992,Greece,Culex pipiens,2022-08-18
OQ053527.1,West Nile virus,2023-02-01,Orthoflavivirus nilense,10978,Greece,Culex pipiens,2022-08-22
OQ053528.1,West Nile virus,2023-02-01,Orthoflavivirus nilense,10978,Greece,Culex pipiens,2022-08-31
OQ053529.1,West Nile virus,2023-02-01,Orthoflavivirus nilense,10978,Greece,Culex pipiens,2022-08-29
OQ053530.1,West Nile virus,2023-02-01,Orthoflavivirus nilense,10983,Greece,Culex pipiens,2022-08-16
OQ053531.1,West Nile virus,2023-02-01,Orthoflavivirus nilense,10983,Greece,Culex pipiens,2022-08-24
OQ053532.1,West Nile virus,2023-02-01,Orthoflavivirus nilense,10992,Greece,Culex pipiens,2022-07-11
OQ053533.1,West Nile virus,2023-02-01,Orthoflavivirus nilense,10981,Greece,Culex pipiens,2022-08-24
OQ053534.1,West Nile virus,2023-02-01,Orthoflavivirus nilense,10988,Greece,Culex pipiens,2022-08-30
OQ053535.1,West Nile virus,2023-02-01,Orthoflavivirus nilense,10993,Greece,Culex pipiens,2022-07-27
OQ053536.1,West Nile virus,2023-02-01,Orthoflavivirus nilense,10978,Greece,Culex pipiens,2022-08-08
OQ053537.1,West Nile virus,2023-02-01,Orthoflavivirus nilense,10998,Greece,Culex pipiens,2022-07-28
OQ053538.1,West Nile virus,2023-02-01,Orthoflavivirus nilense,10987,Greece,Culex pipiens,2022-08-10
OQ053539.1,West Nile virus,2023-02-01,Orthoflavivirus nilense,10992,Greece,Culex pipiens,2022-07-18
OL840871.1,West Nile virus,2022-11-15,Orthoflavivirus nilense,10979,Greece,Homo sapiens,2018-08
OL840872.1,West Nile virus,2022-11-15,Orthoflavivirus nilense,10978,Greece,Homo sapiens,2018-08
OL840873.1,West Nile virus,2022-11-15,Orthoflavivirus nilense,10930,Greece,Homo sapiens,2018-09
OL840874.1,West Nile virus,2022-11-15,Orthoflavivirus nilense,10752,Greece,Homo sapiens,2019-07
OL840875.1,West Nile virus,2022-11-15,Orthoflavivirus nilense,10752,Greece,Homo sapiens,2019-08
OL840876.1,West Nile virus,2022-11-15,Orthoflavivirus nilense,10978,Greece,Homo sapiens,2019-08
OL840877.1,West Nile virus,2022-11-15,Orthoflavivirus nilense,10949,Greece,Homo sapiens,2019-08
OL840878.1,West Nile virus,2022-11-15,Orthoflavivirus nilense,10979,Greece,Homo sapiens,2019-08
OL840879.1,West Nile virus,2022-11-15,Orthoflavivirus nilense,10978,Greece,Homo sapiens,2019-08
OL840880.1,West Nile virus,2022-11-15,Orthoflavivirus nilense,10978,Greece,Homo sapiens,2020-07
OL840881.1,West Nile virus,2022-11-15,Orthoflavivirus nilense,10978,Greece,Homo sapiens,2020-08
OL840882.1,West Nile virus,2022-11-15,Orthoflavivirus nilense,10979,Greece,Homo sapiens,2020-09
OL840883.1,West Nile virus,2022-11-15,Orthoflavivirus nilense,10997,Greece,Culex pipiens,2019-07
OL840884.1,West Nile virus,2022-11-15,Orthoflavivirus nilense,10702,Greece,Culex pipiens,2019-07
OL840885.1,West Nile virus,2022-11-15,Orthoflavivirus nilense,10997,Greece,Culex pipiens,2019-08
OL840886.1,West Nile virus,2022-11-15,Orthoflavivirus nilense,10997,Greece,Culex pipiens,2020-08
OL840887.1,West Nile virus,2022-11-15,Orthoflavivirus nilense,10997,Greece,Culex pipiens,2020-07
OL840888.1,West Nile virus,2022-11-15,Orthoflavivirus nilense,10998,Greece,Culex pipiens,2020-07
OL840889.1,West Nile virus,2022-11-15,Orthoflavivirus nilense,10997,Greece,Culex pipiens,2020-08
OL840890.1,West Nile virus,2022-11-15,Orthoflavivirus nilense,10826,Greece,Culex pipiens,2020-08
OL840891.1,West Nile virus,2022-11-15,Orthoflavivirus nilense,10697,Greece,Culex pipiens,2020-08
OL840892.1,West Nile virus,2022-11-15,Orthoflavivirus nilense,10702,Greece,Culex pipiens,2020-08
OL840893.1,West Nile virus,2022-11-15,Orthoflavivirus nilense,10997,Greece,Culex pipiens,2020-07
OL840894.1,West Nile virus,2022-11-15,Orthoflavivirus nilense,10997,Greece,Culex pipiens,2021-08
OL840895.1,West Nile virus,2022-11-15,Orthoflavivirus nilense,10997,Greece,Culex pipiens,2021-08
OL840896.1,West Nile virus,2022-11-15,Orthoflavivirus nilense,10997,Greece,Culex pipiens,2021-08
OL840897.1,West Nile virus,2022-11-15,Orthoflavivirus nilense,10997,Greece,Culex pipiens,2021-08
OL840898.1,West Nile virus,2022-11-15,Orthoflavivirus nilense,10997,Greece,Culex pipiens,2021-08
OL840899.1,West Nile virus,2022-11-15,Orthoflavivirus nilense,10997,Greece,Culex pipiens,2021-08
MT341470.1,West Nile virus,2020-04-28,Orthoflavivirus nilense,10787,Greece,Culex,2019-07
MT341471.1,West Nile virus,2020-04-28,Orthoflavivirus nilense,10787,Greece,Culex,2019-07
MN652878.1,West Nile virus,2019-12-15,Orthoflavivirus nilense,10926,Greece,Culex,2018-07
MN652879.1,West Nile virus,2019-12-15,Orthoflavivirus nilense,10926,Greece,Culex,2018-07
MN652880.1,West Nile virus,2019-12-15,Orthoflavivirus nilense,10926,Greece,Culex,2018-08
MN480792.1,West Nile virus,2019-09-29,Orthoflavivirus nilense,10926,Greece,Homo sapiens,2018-08
MN480793.1,West Nile virus,2019-09-29,Orthoflavivirus nilense,10926,Greece,Homo sapiens,2018-08
MN480794.1,West Nile virus,2019-09-29,Orthoflavivirus nilense,10926,Greece,Culex,2018-09
MN480795.1,West Nile virus,2019-09-29,Orthoflavivirus nilense,10926,Greece,Homo sapiens,2018-08
MN481589.1,West Nile virus,2019-09-29,Orthoflavivirus nilense,10926,Greece,Gallus gallus,2018-07-17
MN481590.1,West Nile virus,2019-09-29,Orthoflavivirus nilense,10926,Greece,Equus caballus,2018-07-17
MN481591.1,West Nile virus,2019-09-29,Orthoflavivirus nilense,10926,Greece,Canis lupus familiaris,2018-08-23
MN481592.1,West Nile virus,2019-09-29,Orthoflavivirus nilense,10926,Greece,Culicidae,2012-08-02
MN481593.1,West Nile virus,2019-09-29,Orthoflavivirus nilense,10926,Greece,Culicidae,2012-08-22
MN481594.1,West Nile virus,2019-09-29,Orthoflavivirus nilense,10926,Greece,Culicidae,2012-09-05
MN481595.1,West Nile virus,2019-09-29,Orthoflavivirus nilense,10926,Greece,Columbidae,2010-09-30
MN481596.1,West Nile virus,2019-09-29,Orthoflavivirus nilense,10926,Greece,Gallus gallus,2011-07-06
MN481597.1,West Nile virus,2019-09-29,Orthoflavivirus nilense,10926,Greece,Gallus gallus,2012-08-27
KY594040.1,West Nile virus,2017-08-31,Orthoflavivirus nilense,11050,Greece,Homo sapiens,2010
KJ883341.1,West Nile virus,2015-05-29,Orthoflavivirus nilense,11013,Greece,Homo sapiens,2013
KJ883342.1,West Nile virus,2015-05-29,Orthoflavivirus nilense,11011,Greece,Homo sapiens,2013
KJ883343.1,West Nile virus,2015-05-29,Orthoflavivirus nilense,11002,Greece,Homo sapiens,2013
KJ883344.1,West Nile virus,2015-05-29,Orthoflavivirus nilense,11003,Greece,Homo sapiens,2013
KJ883345.1,West Nile virus,2015-05-29,Orthoflavivirus nilense,11008,Greece,Homo sapiens,2013
KJ883346.1,West Nile virus,2015-05-29,Orthoflavivirus nilense,11000,Greece,Homo sapiens,2013
KJ883347.1,West Nile virus,2015-05-29,Orthoflavivirus nilense,11013,Greece,Homo sapiens,2013
KJ883348.1,West Nile virus,2015-05-29,Orthoflavivirus nilense,11002,Greece,Homo sapiens,2013
KJ883349.1,West Nile virus,2015-05-29,Orthoflavivirus nilense,10967,Greece,Homo sapiens,2013
KJ883350.1,West Nile virus,2015-05-29,Orthoflavivirus nilense,11013,Greece,Homo sapiens,2013
KJ577738.1,West Nile virus,2015-05-27,Orthoflavivirus nilense,10998,Greece,Homo sapiens,2013
KJ577739.1,West Nile virus,2015-05-27,Orthoflavivirus nilense,11003,Greece,Homo sapiens,2013
HQ537483.1,West Nile virus,2011-05-08,Orthoflavivirus nilense,11028,Greece,Culex pipiens,2010
MK473443.1,West Nile virus,2020-02-16,Orthoflavivirus nilense,10946,"Greece: Argolida, Peloponnesus",Pica pica,2017-07
MH549209.1,West Nile virus,2019-08-17,Orthoflavivirus nilense,10946,"Greece: Argolida, Peloponnesus",Pica pica,2017-07
KF179639.1,West Nile virus,2013-10-27,Orthoflavivirus nilense,11000,Greece: Kavala prefecture,Homo sapiens,2012-09
OP179287.1,West Nile virus,2023-03-29,Orthoflavivirus nilense,11009,Hungary,Homo sapiens,2021-08
OP179288.1,West Nile virus,2023-03-29,Orthoflavivirus nilense,11021,Hungary,Homo sapiens,2021-08
MZ605382.4,West Nile virus,2021-07-27,Orthoflavivirus nilense,11028,Hungary,Accipiter gentilis,2004
KT359349.1,West Nile virus,2016-03-01,Orthoflavivirus nilense,10966,Hungary,Homo sapiens,2014
KC496015.1,West Nile virus,2014-02-17,Orthoflavivirus nilense,11028,Hungary,Equus caballus,2010
DQ116961.1,West Nile virus,2006-04-19,Orthoflavivirus nilense,11028,Hungary,Accipiter gentilis,
DQ118127.1,West Nile virus,2006-04-19,Orthoflavivirus nilense,10969,Hungary,Anatidae,
OK239666.1,West Nile virus,2022-09-17,Orthoflavivirus nilense,10966,Hungary: Bekescsaba,Homo sapiens,2018
OK239660.1,West Nile virus,2022-09-17,Orthoflavivirus nilense,10966,Hungary: Budapest,Homo sapiens,2018
OK239665.1,West Nile virus,2022-09-17,Orthoflavivirus nilense,10966,Hungary: Debrecen,Homo sapiens,2018
OK129332.1,West Nile virus,2022-11-01,Orthoflavivirus nilense,10966,Hungary: Dunaujvaros,Homo sapiens,2015
OK239664.1,West Nile virus,2022-09-17,Orthoflavivirus nilense,10966,Hungary: Dunaujvaros,Homo sapiens,2018
OK129329.1,West Nile virus,2022-11-01,Orthoflavivirus nilense,10966,Hungary: Enying,Homo sapiens,2016
OK239658.1,West Nile virus,2022-09-17,Orthoflavivirus nilense,10966,Hungary: Hajduszoboszlo,Homo sapiens,2018
OK239670.1,West Nile virus,2022-09-17,Orthoflavivirus nilense,10966,Hungary: Hajduszoboszlo,Homo sapiens,2018
OK239668.1,West Nile virus,2022-09-17,Orthoflavivirus nilense,10966,Hungary: Jaszbereny,Homo sapiens,2018
OK239669.1,West Nile virus,2022-09-17,Orthoflavivirus nilense,10943,Hungary: Jaszkiser,Homo sapiens,2017
OK239659.1,West Nile virus,2022-09-17,Orthoflavivirus nilense,10966,Hungary: Kecskemet,Homo sapiens,2018
OK239662.1,West Nile virus,2022-09-17,Orthoflavivirus nilense,10966,Hungary: Kiskunhalas,Homo sapiens,2018
OK239667.1,West Nile virus,2022-09-17,Orthoflavivirus nilense,10966,Hungary: Kiskunmajsa,Homo sapiens,2018
OK129330.1,West Nile virus,2022-11-01,Orthoflavivirus nilense,10966,Hungary: Kisujszallas,Homo sapiens,2016
OK129335.1,West Nile virus,2022-11-01,Orthoflavivirus nilense,10966,Hungary: Martfu,Homo sapiens,2017
OK129331.1,West Nile virus,2022-11-01,Orthoflavivirus nilense,10966,Hungary: Matyasdomb,Homo sapiens,2015
OK239663.1,West Nile virus,2022-09-17,Orthoflavivirus nilense,10966,Hungary: Nyiregyhaza,Homo sapiens,2018
OK239661.1,West Nile virus,2022-09-17,Orthoflavivirus nilense,10966,Hungary: Oroshaza,Homo sapiens,2018
OK129333.1,West Nile virus,2022-11-01,Orthoflavivirus nilense,10966,Hungary: Szentmartonkata,Homo sapiens,2017
OK129336.1,West Nile virus,2022-11-01,Orthoflavivirus nilense,10966,Hungary: Tahitotfalu,Homo sapiens,2017
OK129334.1,West Nile virus,2022-11-01,Orthoflavivirus nilense,10966,Hungary: Tisza,Homo sapiens,2017
OK239672.1,West Nile virus,2022-09-17,Orthoflavivirus nilense,10966,Hungary: Tiszaluc,Homo sapiens,2018
OK239671.1,West Nile virus,2022-09-17,Orthoflavivirus nilense,10966,Hungary: Ujtelek,Homo sapiens,2018
KU978770.1,West Nile virus,2017-03-25,Orthoflavivirus nilense,11001,India,Homo sapiens,1988-02-12
KT163243.1,West Nile virus,2015-09-29,Orthoflavivirus nilense,11029,India,,2015-01-01
JQ303102.1,West Nile virus,2012-12-31,Orthoflavivirus nilense,5022,India,,2011-05-04
GQ851604.1,West Nile virus,2010-09-13,Orthoflavivirus nilense,10489,India,,1957
GQ851605.1,West Nile virus,2010-09-13,Orthoflavivirus nilense,10997,India,Culicidae,1957
DQ256376.1,West Nile virus,2006-10-31,Orthoflavivirus nilense,11014,India,Homo sapiens,1980
KC601756.1,West Nile virus,2013-04-01,Orthoflavivirus nilense,10948,India: Kerala,Homo sapiens,2011-02
JX041632.1,West Nile virus,2012-07-31,Orthoflavivirus nilense,10900,India: Madras state,Culex vishnui,1955
MN238669.1,West Nile virus,2021-12-23,Orthoflavivirus nilense,11013,Iran,Culex pipiens,2017
MN238670.1,West Nile virus,2021-12-23,Orthoflavivirus nilense,11013,Iran,Culex theileri,2018
MF462262.1,West Nile virus,2017-08-06,Orthoflavivirus nilense,5217,Iran,Culex pipiens pipiens,2015-08-05
HM051416.1,West Nile virus,2011-04-05,Orthoflavivirus nilense,11029,Israel,Homo sapiens,1953
HM152773.1,West Nile virus,2010-06-07,Orthoflavivirus nilense,10864,Israel,Homo sapiens,2000
HM152774.1,West Nile virus,2010-06-07,Orthoflavivirus nilense,4207,Israel,Homo sapiens,2000
HM152775.1,West Nile virus,2010-06-07,Orthoflavivirus nilense,10980,Israel,Homo sapiens,2000
OP609790.1,West Nile virus,2022-11-13,Orthoflavivirus nilense,10827,Italy,Homo sapiens,2022-07-04
OP609791.1,West Nile virus,2022-11-13,Orthoflavivirus nilense,10767,Italy,Homo sapiens,2022
OP609792.1,West Nile virus,2022-11-13,Orthoflavivirus nilense,10801,Italy,Homo sapiens,2022
OP609793.1,West Nile virus,2022-11-13,Orthoflavivirus nilense,10827,Italy,Homo sapiens,2022
OP609794.1,West Nile virus,2022-11-13,Orthoflavivirus nilense,10827,Italy,Homo sapiens,2022
OP609795.1,West Nile virus,2022-11-13,Orthoflavivirus nilense,10762,Italy,Homo sapiens,2022
OP609796.1,West Nile virus,2022-11-13,Orthoflavivirus nilense,10812,Italy,Homo sapiens,2022
OP609797.1,West Nile virus,2022-11-13,Orthoflavivirus nilense,10761,Italy,Homo sapiens,2022
OP609798.1,West Nile virus,2022-11-13,Orthoflavivirus nilense,10826,Italy,Homo sapiens,2022
OP609799.1,West Nile virus,2022-11-13,Orthoflavivirus nilense,10813,Italy,Larus michahellis,2022-07-01
OP609800.1,West Nile virus,2022-11-13,Orthoflavivirus nilense,10826,Italy,Passer domesticus,2022-07-04
OP609801.1,West Nile virus,2022-11-13,Orthoflavivirus nilense,10825,Italy,Turdus merula,2022-07-08
OP609802.1,West Nile virus,2022-11-13,Orthoflavivirus nilense,10824,Italy,Athene noctua,2022-07-12
OP609803.1,West Nile virus,2022-11-13,Orthoflavivirus nilense,10827,Italy,Pica pica,2022-07-14
OP609804.1,West Nile virus,2022-11-13,Orthoflavivirus nilense,10826,Italy,Garrulus glandarius,2022-07-20
OP609805.1,West Nile virus,2022-11-13,Orthoflavivirus nilense,10826,Italy,Columba palumbus,2022-07-20
OP609806.1,West Nile virus,2022-11-13,Orthoflavivirus nilense,10826,Italy,Egretta garzetta,2022-07-29
OP609807.1,West Nile virus,2022-11-13,Orthoflavivirus nilense,10826,Italy,Pica pica,2022-07-29
OP609808.1,West Nile virus,2022-11-13,Orthoflavivirus nilense,10826,Italy,Pica pica,2022-07-29
OP609809.1,West Nile virus,2022-11-13,Orthoflavivirus nilense,10826,Italy,Corvus cornix,2022-08-03
OP609810.1,West Nile virus,2022-11-13,Orthoflavivirus nilense,10826,Italy,Culex pipiens,2022-08-04
OP609811.1,West Nile virus,2022-11-13,Orthoflavivirus nilense,10825,Italy,Equus caballus,2022-08-04
OP609812.1,West Nile virus,2022-11-13,Orthoflavivirus nilense,10818,Italy,Corvus cornix,2022-08-07
OP609813.1,West Nile virus,2022-11-13,Orthoflavivirus nilense,10827,Italy,Culex pipiens,2022-08-09
OP609814.1,West Nile virus,2022-11-13,Orthoflavivirus nilense,10826,Italy,Culex pipiens,2022-08-11
OP609815.1,West Nile virus,2022-11-13,Orthoflavivirus nilense,10827,Italy,Corvus cornix,2022-08-17
OP009515.1,West Nile virus,2022-08-23,Orthoflavivirus nilense,3792,Italy,Culex pipiens,2022-06-07
OP009516.1,West Nile virus,2022-08-23,Orthoflavivirus nilense,10801,Italy,Culex pipiens,2021
OP009517.1,West Nile virus,2022-08-23,Orthoflavivirus nilense,10802,Italy,Culex pipiens,2021
OP009518.1,West Nile virus,2022-08-23,Orthoflavivirus nilense,10796,Italy,Columbidae,2021
OP009519.1,West Nile virus,2022-08-23,Orthoflavivirus nilense,10826,Italy,Columbidae,2021
OP009520.1,West Nile virus,2022-08-23,Orthoflavivirus nilense,10827,Italy,Streptopelia decaocto,2021
OP009521.1,West Nile virus,2022-08-23,Orthoflavivirus nilense,10827,Italy,Culex pipiens,2021-08-23
OP009522.1,West Nile virus,2022-08-23,Orthoflavivirus nilense,10835,Italy,Culex pipiens,2021-08-16
OP009523.1,West Nile virus,2022-08-23,Orthoflavivirus nilense,10827,Italy,Culex pipiens,2021-08-16
OP009524.1,West Nile virus,2022-08-23,Orthoflavivirus nilense,10827,Italy,Culex pipiens,2021-08-16
OP009525.1,West Nile virus,2022-08-23,Orthoflavivirus nilense,10753,Italy,Culex pipiens,2022-06-21
MW835351.1,West Nile virus,2022-08-13,Orthoflavivirus nilense,10252,Italy,Corvidae,2008
MW835352.1,West Nile virus,2022-08-13,Orthoflavivirus nilense,10252,Italy,Equus asinus,2008
MW835353.1,West Nile virus,2022-08-13,Orthoflavivirus nilense,10252,Italy,Equus caballus,2008
MW835354.1,West Nile virus,2022-08-13,Orthoflavivirus nilense,10252,Italy,Equus caballus,2008
MW835355.1,West Nile virus,2022-08-13,Orthoflavivirus nilense,10302,Italy,Corvidae,2009
MW835356.1,West Nile virus,2022-08-13,Orthoflavivirus nilense,10252,Italy,Corvidae,2011
MW835357.1,West Nile virus,2022-08-13,Orthoflavivirus nilense,10252,Italy,Strigidae,2011
MW835358.1,West Nile virus,2022-08-13,Orthoflavivirus nilense,10252,Italy,Corvus corone,2011
MW835359.1,West Nile virus,2022-08-13,Orthoflavivirus nilense,10252,Italy,Gallus gallus,2011
MW835360.1,West Nile virus,2022-08-13,Orthoflavivirus nilense,10252,Italy,Garrulus glandarius,2011
MW835361.1,West Nile virus,2022-08-13,Orthoflavivirus nilense,10252,Italy,Equus caballus,2011
MW835362.1,West Nile virus,2022-08-13,Orthoflavivirus nilense,10302,Italy,Strigidae,2011
MW835363.1,West Nile virus,2022-08-13,Orthoflavivirus nilense,10252,Italy,Gallus gallus,2011
MW835364.1,West Nile virus,2022-08-13,Orthoflavivirus nilense,10302,Italy,Corvidae,2012
MW862073.1,West Nile virus,2022-08-09,Orthoflavivirus nilense,10305,Italy,Accipiter gentilis,2012
MW862074.1,West Nile virus,2022-08-09,Orthoflavivirus nilense,10255,Italy,Accipiter gentilis,2013
MW862075.1,West Nile virus,2022-08-09,Orthoflavivirus nilense,10255,Italy,Corvidae,2015
MW862076.1,West Nile virus,2022-08-09,Orthoflavivirus nilense,10255,Italy,Corvidae,2015
MW862077.1,West Nile virus,2022-08-09,Orthoflavivirus nilense,10255,Italy,Corvidae,2015
MW862078.1,West Nile virus,2022-08-09,Orthoflavivirus nilense,10255,Italy,Strigidae,2015
MW862079.1,West Nile virus,2022-08-09,Orthoflavivirus nilense,10255,Italy,Culex pipiens,2015
MW862080.1,West Nile virus,2022-08-09,Orthoflavivirus nilense,10255,Italy,Accipiter gentilis,2015
MW862081.1,West Nile virus,2022-08-09,Orthoflavivirus nilense,10255,Italy,Corvus,2015
MW862082.1,West Nile virus,2022-08-09,Orthoflavivirus nilense,10255,Italy,Corvus,2015
MW862083.1,West Nile virus,2022-08-09,Orthoflavivirus nilense,10255,Italy,Accipiter gentilis,2015
MW862084.1,West Nile virus,2022-08-09,Orthoflavivirus nilense,10255,Italy,Corvidae,2015
MW862085.1,West Nile virus,2022-08-09,Orthoflavivirus nilense,10255,Italy,Corvidae,2015
MW862086.1,West Nile virus,2022-08-09,Orthoflavivirus nilense,10255,Italy,Accipiter,2016
MW862087.1,West Nile virus,2022-08-09,Orthoflavivirus nilense,10305,Italy,Corvidae,2017
MW862088.1,West Nile virus,2022-08-09,Orthoflavivirus nilense,10255,Italy,Corvidae,2017
MW862089.1,West Nile virus,2022-08-09,Orthoflavivirus nilense,10255,Italy,Corvus,2017
MW862090.1,West Nile virus,2022-08-09,Orthoflavivirus nilense,10305,Italy,Apus apus,2018
MW862091.1,West Nile virus,2022-08-09,Orthoflavivirus nilense,10305,Italy,Corvidae,2018
MW862092.1,West Nile virus,2022-08-09,Orthoflavivirus nilense,10305,Italy,Hirundinidae,2018
MW862093.1,West Nile virus,2022-08-09,Orthoflavivirus nilense,10305,Italy,Accipiter gentilis,2018
MW862094.1,West Nile virus,2022-08-09,Orthoflavivirus nilense,10305,Italy,Curruca conspicillata,2018
MW862095.1,West Nile virus,2022-08-09,Orthoflavivirus nilense,10305,Italy,Corvus cornix,2018
MW862096.1,West Nile virus,2022-08-09,Orthoflavivirus nilense,10305,Italy,Accipiter gentilis,2018
MW862097.1,West Nile virus,2022-08-09,Orthoflavivirus nilense,10305,Italy,Accipiter gentilis,2018
MW862098.1,West Nile virus,2022-08-09,Orthoflavivirus nilense,10305,Italy,Corvus cornix,2018
MW862099.1,West Nile virus,2022-08-09,Orthoflavivirus nilense,10305,Italy,Corvus cornix,2018
